"MacroTrends Data Download"
"Silver Prices - 100 Year Historical Chart"
"Note: Real datasets are adjusted for inflation using the headline Consumer Price Index (CPI) with the current month as the base."

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


date,real,nominal
2011-11-01,45.68,32.746
2011-12-01,39.04,27.907
2012-01-01,46.34,33.265
2012-02-01,48.04,34.633
2012-03-01,44.70,32.485
2012-04-01,42.54,31.004
2012-05-01,38.14,27.760
2012-06-01,37.99,27.608
2012-07-01,38.47,27.915
2012-08-01,43.06,31.430
2012-09-01,47.17,34.580
2012-10-01,44.11,32.315
2012-11-01,45.55,33.224
2012-12-01,41.55,30.219
2013-01-01,42.98,31.350
2013-02-01,38.66,28.427
2013-03-01,38.41,28.325
2013-04-01,32.83,24.177
2013-05-01,30.14,22.245
2013-06-01,26.32,19.466
2013-07-01,26.52,19.630
2013-08-01,31.73,23.505
2013-09-01,29.27,21.710
2013-10-01,29.57,21.870
2013-11-01,27.07,19.995
2013-12-01,26.22,19.364
2014-01-01,25.79,19.120
2014-02-01,28.56,21.234
2014-03-01,26.39,19.752
2014-04-01,25.53,19.163
2014-05-01,24.79,18.682
2014-06-01,27.86,21.046
2014-07-01,27.05,20.412
2014-08-01,25.84,19.473
2014-09-01,22.62,17.057
2014-10-01,21.40,16.106
2014-11-01,20.74,15.515
2014-12-01,20.96,15.592
2015-01-01,23.25,17.208
2015-02-01,22.26,16.549
2015-03-01,22.19,16.598
2015-04-01,21.54,16.147
2015-05-01,22.16,16.701
2015-06-01,20.61,15.575
2015-07-01,19.51,14.745
2015-08-01,19.32,14.584
2015-09-01,19.27,14.518
2015-10-01,20.66,15.567
2015-11-01,18.70,14.057
2015-12-01,18.42,13.797
2016-01-01,18.97,14.243
2016-02-01,19.85,14.914
2016-03-01,20.51,15.464
2016-04-01,23.50,17.813
2016-05-01,21.02,15.994
2016-06-01,24.39,18.615
2016-07-01,26.70,20.347
2016-08-01,24.50,18.690
2016-09-01,25.11,19.214
2016-10-01,23.24,17.796
2016-11-01,21.48,16.422
2016-12-01,20.88,15.978
2017-01-01,22.81,17.543
2017-02-01,23.92,18.459
2017-03-01,23.64,18.256
2017-04-01,22.27,17.248
2017-05-01,22.45,17.406
2017-06-01,21.42,16.615
2017-07-01,21.65,16.786
2017-08-01,22.58,17.556
2017-09-01,21.33,16.676
2017-10-01,21.37,16.693
2017-11-01,21.00,16.405
2017-12-01,21.92,17.128
2018-01-01,21.97,17.241
2018-02-01,20.78,16.390
2018-03-01,20.58,16.268
2018-04-01,20.64,16.383
2018-05-01,20.65,16.458
2018-06-01,20.27,16.179
2018-07-01,19.50,15.559
2018-08-01,18.20,14.533
2018-09-01,18.39,14.712
2018-10-01,17.82,14.282
2018-11-01,17.69,14.127
2018-12-01,19.49,15.519
2019-01-01,20.15,16.072
2019-02-01,19.50,15.615
2019-03-01,18.77,15.110
2019-04-01,18.48,14.967
2019-05-01,17.96,14.567
2019-06-01,18.88,15.323
2019-07-01,20.18,16.405
2019-08-01,22.52,18.311
2019-09-01,20.89,16.998
2019-10-01,22.17,18.067
2019-11-01,20.86,17.004
2019-12-01,21.98,17.902
2020-01-01,22.05,18.012
2020-02-01,20.06,16.443
2020-03-01,17.31,14.156
2020-04-01,18.41,14.958
2020-05-01,22.77,18.499
2020-06-01,22.79,18.618
2020-07-01,29.50,24.216
2020-08-01,34.68,28.563
2020-09-01,28.50,23.494
2020-10-01,28.66,23.646
2020-11-01,27.36,22.553
2020-12-01,31.99,26.396
2021-01-01,32.49,26.914
2021-02-01,31.72,26.432
2021-03-01,29.24,24.532
2021-04-01,30.58,25.869
2021-05-01,32.86,28.014
2021-06-01,30.43,26.188
2021-07-01,29.53,25.547
2021-08-01,27.69,23.997
2021-09-01,25.38,22.047
2021-10-01,27.33,23.949
2021-11-01,25.88,22.781
2021-12-01,26.43,23.347
2022-01-01,25.15,22.393
2022-02-01,27.12,24.365
2022-03-01,27.60,25.133
2022-04-01,25.20,23.076
2022-05-01,23.42,21.688
2022-06-01,22.52,21.142
2022-07-01,21.68,20.360
2022-08-01,19.10,17.916
2022-09-01,20.25,19.034
2022-10-01,20.29,19.163
2022-11-01,23.57,22.236
2022-12-01,25.50,23.964
2023-01-01,24.98,23.677
2023-02-01,21.92,20.895
2023-03-01,25.20,24.092
2023-04-01,26.08,25.050
2023-05-01,24.44,23.548
2023-06-01,23.56,22.760
2023-07-01,25.55,24.731
2023-08-01,25.11,24.422
2023-09-01,22.76,22.185
2023-10-01,23.44,22.847
2023-11-01,25.00,24.320
2023-12-01,24.48,23.793
2024-01-01,23.47,22.940
2024-02-01,23.06,22.673
2024-03-01,25.24,24.966
2024-04-01,26.47,26.290
2024-05-01,30.56,30.406
2024-06-01,29.29,29.140
2024-07-01,29.12,29.007
2024-08-01,28.95,28.861
2024-09-01,31.19,31.159
2024-10-01,32.66,32.663
2024-11-01,30.31,30.313
